ID,CNNscore,CNNaffinity,smina_affinity,RTMScore,SCORCH,HYDE,CHEMPLP,rfscore_v2,vina_hydrophobic,vina_intra_hydrophobic,id,docking_tool,true_value,activity_class
CHEMBL521155_diffdock_1,0.06620765000035285,-0.4349621030762464,-0.2728508235405906,-0.24509658997901945,-0.01631838459732332,-0.0860108944476186,0.025719094356463003,-0.0775939059380796,0.6335923459907753,0.27546415063985863,CHEMBL521155,diffdock,4.455932,0
CHEMBL521155_diffdock_2,0.3776389953666548,-0.28902850534234237,-0.06134702191433607,-0.5794681222086387,-0.05588166236205682,-0.0668973623481478,0.025948938021615738,-0.015076000872123383,0.6346053076918075,0.27546415063985863,CHEMBL521155,diffdock,4.455932,0
CHEMBL521155_diffdock_3,0.11965058768692438,-0.389840322733316,-0.2556223994618295,-0.40840654439429663,-0.00727870392110825,-0.0860108944476186,0.027008689512141457,-0.07950238583554972,0.6934475231780721,0.27546415063985863,CHEMBL521155,diffdock,4.455932,0
CHEMBL521155_diffdock_4,0.3765257608462446,-0.2435970778465229,-0.06840079294860452,-0.39724644815207394,-0.03862409016200987,0.08409954123767152,0.0414008709353358,-0.05004714682238858,0.6804258935083416,0.27546415063985863,CHEMBL521155,diffdock,4.455932,0
CHEMBL521155_diffdock_5,-0.06156211782049013,-0.4128393635682841,-0.30093336264981013,-0.259754433475948,-0.06480394458793144,-0.27910078052564286,0.013665778113261761,-0.09989450170903512,0.709458182504925,0.27546415063985863,CHEMBL521155,diffdock,4.455932,0
CHEMBL521155_diffdock_6,-0.29179862240031995,-0.6191382829851217,-0.3566449263126581,-0.18075166603530074,-0.06961728105189012,-0.0860108944476186,0.031770645970773795,0.010766503655959565,0.7028970451650778,0.27546415063985863,CHEMBL521155,diffdock,4.455932,0
CHEMBL521155_diffdock_7,-0.21465556958620877,-0.4791599737807737,-0.11713957031925372,-0.18465101483066837,0.1692885653909368,0.0860108944476186,0.0366617491109754,-0.1795605808543661,0.6420298304892069,0.27546415063985863,CHEMBL521155,diffdock,4.455932,0
CHEMBL521155_diffdock_8,-0.20263628388586563,-0.48516712818154983,-0.15863831174887497,-0.4444236154924179,0.42686076543789625,0.0860108944476186,0.038766465733176256,-0.1521721926054023,0.6882120162866354,0.27546415063985863,CHEMBL521155,diffdock,4.455932,0
CHEMBL521155_diffdock_9,-0.27622231470400055,-0.5756746630556092,-0.23757467974246324,-0.3140204880595957,0.5594036158722704,0.0860108944476186,0.04188863363301875,-0.20464217168247759,0.7022904574594833,0.27546415063985863,CHEMBL521155,diffdock,4.455932,0
CHEMBL521155_diffdock_10,-0.25656128005447637,-0.660785822512093,-1.1770789424418497,-0.5165896578746089,-0.12596853721530876,-0.12041525222666603,0.009764238048628481,0.18334587982794417,0.40674485483546136,0.27546415063985863,CHEMBL521155,diffdock,4.455932,0
CHEMBL540701_diffdock_1,0.4370162906645914,0.03522313557803741,-0.39369652560609325,0.11133482061569813,-0.10342803474994129,-0.1935808305294722,-0.5571086640214047,0.12606258956686303,-0.15615565696291014,-0.0392183125008763,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_2,0.2377937135150542,-0.049928277994116615,-0.47050974361175474,-0.15287382775822603,-0.08804883775534163,0.0860108944476186,-0.41580908900629554,0.08906533391080242,-0.2157664979001525,-0.10653385511180119,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_3,0.35532228963032975,-0.032936778588679855,-0.618332813006366,0.10806828964471668,-0.12385536510918055,0.10130172012719524,-0.5772237281015645,0.11352372822447825,-0.15445990411842814,-0.002790870324590239,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_4,0.21204529365327887,-0.07854818845787181,-0.7843626021639397,0.12020680124910593,-0.1229161775064569,0.10321307333714232,0.06183094062673313,0.07970214048366768,-0.22412763138304836,-0.0020066696178790097,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_5,-0.07180524655382464,-0.18428958818191893,-0.8396562845577082,0.0005565906186775904,-0.04989434139469359,0.10366116524962107,-0.5588006727598909,0.06701473552984816,-0.279006271907192,-0.15444281062203105,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_6,-0.17403918659025738,-0.22744704454202785,-1.1594593620588922,-0.09357168468046212,-0.12350316975815918,-0.0076454128397883195,-0.705715321027372,0.023142595210710146,-0.4300162437558685,-0.2743553053988541,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_7,-0.30294294063387966,-0.2921083331330755,-0.37499525901822484,-0.13702993571390187,0.02359708851843155,-0.061163302718306556,0.03372338127713344,-0.1914113576844082,-0.08145002605353587,0.006561796599898926,CHEMBL540701,diffdock,7.102373,0
